feature,group,scope,n,wins,losses,net,expectancy,pf,win_rate,average_winner,average_loser,max_losing_streak,realized_balance_dd_pct,net_ex_top5
utc_hour,3,2026-07,2,0,2,-13.34,-6.67,0.0,0.0,,-6.67,2,0.2667999999999847,-13.34
utc_hour,3,2026-08,6,5,1,29.52,4.920000000000001,5.199146514935989,0.8333333333333334,7.3100000000000005,-7.029999999999999,1,0.13957967259333762,-7.03
utc_hour,4,ALL,16,5,11,-46.52,-2.9075000000000006,0.4896324739440482,0.3125,8.925999999999998,-8.286363636363635,8,1.3300711832544845,-91.15
utc_hour,4,BUY,5,1,4,-23.18,-4.636,0.2823529411764706,0.2,9.12,-8.075,4,0.6459999999999855,-32.3
utc_hour,4,SELL,11,4,7,-23.34,-2.121818181818182,0.6033984706881903,0.36363636363636365,8.8775,-8.407142857142857,6,0.9858322672550707,-58.85
utc_hour,4,2026-06,8,4,4,1.73,0.2162499999999996,1.051213735938425,0.5,8.8775,-8.445,1,0.18566098304496353,-33.78
utc_hour,4,2026-07,6,0,6,-50.27,-8.378333333333332,0.0,0.0,,-8.378333333333332,6,1.0054000000000087,-50.27
utc_hour,4,2026-08,2,1,1,2.02,1.0099999999999998,1.2845070422535212,0.5,9.12,-7.1,1,0.14200000000000726,-7.1
utc_hour,5,ALL,13,10,3,56.29,4.33,3.2100510404397333,0.7692307692307693,8.175999999999998,-8.49,1,0.18615320230885818,12.18
utc_hour,5,BUY,7,5,2,22.88,3.268571428571429,2.3766546329723224,0.7142857142857143,7.9,-8.31,1,0.18738909168950824,-16.62
utc_hour,5,SELL,6,5,1,33.41,5.568333333333334,4.7751412429378535,0.8333333333333334,8.452000000000002,-8.85,1,0.17700000000000726,-8.85
utc_hour,5,2026-06,2,1,1,-1.0,-0.49999999999999956,0.8870056497175142,0.5,7.8500000000000005,-8.85,1,0.17700000000000726,-8.85
utc_hour,5,2026-07,9,8,1,58.61,6.512222222222222,8.226880394574598,0.8888888888888888,8.34,-8.110000000000001,1,0.16006410458836628,14.5
utc_hour,5,2026-08,2,1,1,-1.32,-0.6599999999999997,0.8448883666274971,0.5,7.19,-8.51,1,0.16995560384168004,-8.51
utc_hour,6,ALL,16,8,8,-5.46,-0.3412499999999995,0.8997797356828194,0.5,6.1274999999999995,-6.81,3,0.44004049011406243,-38.36
utc_hour,6,BUY,8,5,3,6.35,0.7937500000000002,1.269296013570823,0.625,5.986000000000001,-7.859999999999999,2,0.3253231802732896,-23.58
utc_hour,6,SELL,8,3,5,-11.81,-1.4762499999999994,0.6177993527508091,0.375,6.363333333333333,-6.18,2,0.2815999999999986,-30.9
utc_hour,6,2026-06,3,1,2,-8.46,-2.82,0.39914772727272735,0.3333333333333333,5.62,-7.039999999999999,1,0.16920000000000074,-14.08
utc_hour,6,2026-07,5,3,2,5.37,1.0740000000000003,1.4055891238670697,0.6,6.203333333333333,-6.619999999999999,1,0.14504451228283716,-13.24
utc_hour,6,2026-08,8,4,4,-2.37,-0.2962499999999998,0.912739322533137,0.5,6.1975,-6.789999999999999,3,0.4397691810396423,-27.16
utc_hour,7,ALL,20,12,8,21.8,1.0899999999999999,1.3687415426251692,0.6,6.743333333333333,-7.39,3,0.4697925016650015,-18.37
utc_hour,7,BUY,7,3,4,-15.15,-2.164285714285714,0.5656536697247707,0.42857142857142855,6.576666666666667,-8.72,2,0.32393197428539644,-34.88
utc_hour,7,SELL,13,9,4,36.95,2.8423076923076924,2.5243399339934,0.6923076923076923,6.7988888888888885,-6.0600000000000005,2,0.2612173926914854,-2.42
utc_hour,7,2026-06,6,3,3,-3.18,-0.5299999999999994,0.8649681528662422,0.5,6.79,-7.849999999999999,3,0.46959309907517444,-23.55
utc_hour,7,2026-07,7,5,2,24.54,3.5057142857142862,3.200896860986547,0.7142857142857143,7.138,-5.574999999999999,2,0.22274384457872717,-11.15
utc_hour,7,2026-08,7,4,3,0.44,0.06285714285714304,1.0180180180180178,0.5714285714285714,6.215,-8.14,2,0.32324554489820395,-24.42
utc_hour,8,ALL,20,9,11,-24.65,-1.2324999999999995,0.7334558823529412,0.45,7.536666666666666,-8.407272727272726,3,1.0407876230661057,-66.19
utc_hour,8,BUY,10,3,7,-36.49,-3.6489999999999996,0.39264314247669774,0.3,7.863333333333333,-8.582857142857142,4,0.8681999999999971,-60.08
utc_hour,8,SELL,10,6,4,11.84,1.1840000000000004,1.3654320987654323,0.6,7.373333333333334,-8.1,2,0.37589568894631964,-26.21
utc_hour,8,2026-06,5,3,2,4.15,0.8300000000000001,1.2240820734341253,0.6,7.5566666666666675,-9.26,1,0.2023999999999978,-18.52
utc_hour,8,2026-07,6,2,4,-20.14,-3.356666666666666,0.4623598505072078,0.3333333333333333,8.66,-9.364999999999998,2,0.59,-37.46
utc_hour,8,2026-08,9,4,5,-8.66,-0.9622222222222219,0.7627397260273973,0.4444444444444444,6.960000000000001,-7.3,3,0.4726000000000022,-36.5
utc_hour,9,ALL,24,11,13,-14.36,-0.598333333333333,0.8468266666666667,0.4583333333333333,7.217272727272729,-7.211538461538462,5,0.8985216647764561,-56.31
utc_hour,9,BUY,14,6,8,-13.41,-0.9578571428571425,0.7592027293948644,0.42857142857142855,7.046666666666667,-6.96125,3,0.538237631115548,-50.4
utc_hour,9,SELL,10,5,5,-0.95,-0.09499999999999939,0.9750394114555966,0.5,7.422,-7.611999999999999,4,0.6315902797299051,-38.06
utc_hour,9,2026-06,7,4,3,8.05,1.1500000000000004,1.3472821397756687,0.5714285714285714,7.807500000000001,-7.726666666666667,1,0.18097996264796662,-23.18
utc_hour,9,2026-07,9,3,6,-24.05,-2.672222222222222,0.43939393939393945,0.3333333333333333,6.283333333333334,-7.1499999999999995,5,0.7412555015056731,-42.9
utc_hour,9,2026-08,8,4,4,1.64,0.20500000000000007,1.0592699674737984,0.5,7.327500000000001,-6.9174999999999995,2,0.23899999999999638,-27.67
broker_hour,0,ALL,16,7,9,-19.75,-1.2343749999999996,0.7148014440433214,0.4375,7.07142857142857,-7.694444444444445,7,1.1206446496391156,-58.46
broker_hour,0,BUY,9,1,8,-53.87,-5.985555555555554,0.11731935113878422,0.1111111111111111,7.16,-7.628749999999999,8,1.2205999999999768,-61.03
broker_hour,0,SELL,7,6,1,34.12,4.874285714285714,5.150851581508517,0.8571428571428571,7.056666666666666,-8.219999999999999,1,0.16336914072204894,-3.0
broker_hour,0,2026-06,4,3,1,18.54,4.635,4.224347826086956,0.75,8.096666666666666,-5.75,1,0.11480231042145425,-5.75
broker_hour,0,2026-07,6,1,5,-36.54,-6.09,0.16575342465753426,0.16666666666666666,7.26,-8.76,4,0.7307999999999992,-43.8
broker_hour,0,2026-08,6,3,3,-1.75,-0.29166666666666635,0.9111675126903555,0.5,5.983333333333334,-6.566666666666666,3,0.39399999999997815,-19.7
broker_hour,1,ALL,15,9,6,27.7,1.846666666666667,1.679421142997302,0.6,7.607777777777778,-6.794999999999999,2,0.27576463827341224,-16.57
broker_hour,1,BUY,8,4,4,9.38,1.1725,1.3581519663993893,0.5,8.8925,-6.547499999999999,2,0.27200000000000724,-26.19
broker_hour,1,SELL,7,5,2,18.32,2.617142857142857,2.2565157750342935,0.7142857142857143,6.58,-7.29,1,0.1741021983888531,-14.58
broker_hour,1,2026-06,9,5,4,4.72,0.5244444444444447,1.1674946770759402,0.5555555555555556,6.58,-7.044999999999999,2,0.27576463827341224,-28.18
broker_hour,1,2026-07,2,1,1,3.79,1.8950000000000005,1.6779964221824688,0.5,9.38,-5.59,1,0.1115906559294792,-5.59
broker_hour,1,2026-08,4,3,1,19.19,4.797499999999999,3.741428571428571,0.75,8.729999999999999,-7.0,1,0.1398190741180912,-7.0
broker_hour,10,ALL,20,12,8,21.8,1.0899999999999999,1.3687415426251692,0.6,6.743333333333333,-7.39,3,0.4697925016650015,-18.37
broker_hour,10,BUY,7,3,4,-15.15,-2.164285714285714,0.5656536697247707,0.42857142857142855,6.576666666666667,-8.72,2,0.32393197428539644,-34.88
broker_hour,10,SELL,13,9,4,36.95,2.8423076923076924,2.5243399339934,0.6923076923076923,6.7988888888888885,-6.0600000000000005,2,0.2612173926914854,-2.42
broker_hour,10,2026-06,6,3,3,-3.18,-0.5299999999999994,0.8649681528662422,0.5,6.79,-7.849999999999999,3,0.46959309907517444,-23.55
broker_hour,10,2026-07,7,5,2,24.54,3.5057142857142862,3.200896860986547,0.7142857142857143,7.138,-5.574999999999999,2,0.22274384457872717,-11.15
broker_hour,10,2026-08,7,4,3,0.44,0.06285714285714304,1.0180180180180178,0.5714285714285714,6.215,-8.14,2,0.32324554489820395,-24.42
broker_hour,11,ALL,20,9,11,-24.65,-1.2324999999999995,0.7334558823529412,0.45,7.536666666666666,-8.407272727272726,3,1.0407876230661057,-66.19
broker_hour,11,BUY,10,3,7,-36.49,-3.6489999999999996,0.39264314247669774,0.3,7.863333333333333,-8.582857142857142,4,0.8681999999999971,-60.08
broker_hour,11,SELL,10,6,4,11.84,1.1840000000000004,1.3654320987654323,0.6,7.373333333333334,-8.1,2,0.37589568894631964,-26.21
broker_hour,11,2026-06,5,3,2,4.15,0.8300000000000001,1.2240820734341253,0.6,7.5566666666666675,-9.26,1,0.2023999999999978,-18.52
broker_hour,11,2026-07,6,2,4,-20.14,-3.356666666666666,0.4623598505072078,0.3333333333333333,8.66,-9.364999999999998,2,0.59,-37.46
broker_hour,11,2026-08,9,4,5,-8.66,-0.9622222222222219,0.7627397260273973,0.4444444444444444,6.960000000000001,-7.3,3,0.4726000000000022,-36.5
broker_hour,12,ALL,24,11,13,-14.36,-0.598333333333333,0.8468266666666667,0.4583333333333333,7.217272727272729,-7.211538461538462,5,0.8985216647764561,-56.31
broker_hour,12,BUY,14,6,8,-13.41,-0.9578571428571425,0.7592027293948644,0.42857142857142855,7.046666666666667,-6.96125,3,0.538237631115548,-50.4
broker_hour,12,SELL,10,5,5,-0.95,-0.09499999999999939,0.9750394114555966,0.5,7.422,-7.611999999999999,4,0.6315902797299051,-38.06
broker_hour,12,2026-06,7,4,3,8.05,1.1500000000000004,1.3472821397756687,0.5714285714285714,7.807500000000001,-7.726666666666667,1,0.18097996264796662,-23.18
broker_hour,12,2026-07,9,3,6,-24.05,-2.672222222222222,0.43939393939393945,0.3333333333333333,6.283333333333334,-7.1499999999999995,5,0.7412555015056731,-42.9
broker_hour,12,2026-08,8,4,4,1.64,0.20500000000000007,1.0592699674737984,0.5,7.327500000000001,-6.9174999999999995,2,0.23899999999999638,-27.67
broker_hour,13,ALL,20,15,5,66.76,3.338,3.0322678843226787,0.75,6.640666666666666,-6.5699999999999985,2,0.2890380099882038,26.49
broker_hour,13,BUY,8,6,2,21.64,2.7050000000000005,2.6053412462908017,0.75,5.853333333333334,-6.74,2,0.26893680184665564,-8.56
broker_hour,13,SELL,12,9,3,45.12,3.760000000000001,3.329375322663914,0.75,7.165555555555557,-6.456666666666666,2,0.2617644835720878,5.11
broker_hour,13,2026-06,8,6,2,33.94,4.242500000000001,3.8236272878535775,0.75,7.660000000000001,-6.01,1,0.12337707491034873,-6.33
broker_hour,13,2026-07,7,4,3,2.79,0.39857142857142885,1.1339414306289008,0.5714285714285714,5.905,-6.9433333333333325,2,0.29100000000000364,-20.83
broker_hour,13,2026-08,5,5,0,30.03,6.006,,1.0,6.006,,0,0.0,0.0
broker_hour,14,ALL,13,9,4,41.0,3.1538461538461537,2.699129714048902,0.6923076923076923,7.236666666666666,-6.0325,2,0.2697571787812166,-0.46
broker_hour,14,BUY,6,4,2,12.56,2.0933333333333337,1.9450714823175321,0.6666666666666666,6.4625,-6.645,1,0.15975812619693786,-13.29
broker_hour,14,SELL,7,5,2,28.44,4.062857142857142,3.623616236162362,0.7142857142857143,7.856,-5.42,1,0.1108925556652699,-10.84
broker_hour,14,2026-06,4,4,0,30.45,7.612499999999999,,1.0,7.612499999999999,,0,0.0,0.0
broker_hour,14,2026-07,5,3,2,8.34,1.6680000000000004,1.6145910095799558,0.6,7.303333333333334,-6.785,2,0.27139999999999415,-13.57
broker_hour,14,2026-08,4,2,2,2.21,0.5525,1.2092803030303032,0.5,6.385,-5.279999999999999,2,0.21066196933033832,-10.56
broker_hour,15,ALL,15,9,6,33.15,2.2100000000000004,1.7999517374517375,0.6,8.287777777777778,-6.906666666666666,3,0.3982000000000153,-12.61
broker_hour,15,BUY,7,4,3,13.48,1.9257142857142864,1.6169336384439361,0.5714285714285714,8.8325,-7.283333333333334,2,0.2504000000000087,-21.85
broker_hour,15,SELL,8,5,3,19.67,2.45875,2.0040837161817255,0.625,7.852000000000001,-6.53,1,0.14780000000000654,-19.59
broker_hour,15,2026-06,6,3,3,0.87,0.14500000000000002,1.043696634856856,0.5,6.926666666666667,-6.636666666666667,3,0.3982000000000153,-19.91
broker_hour,15,2026-07,5,4,1,29.56,5.912000000000001,5.186968838526913,0.8,9.155000000000001,-7.06,1,0.141200000000008,-7.06
broker_hour,15,2026-08,4,2,2,2.72,0.6799999999999997,1.1879751209398755,0.5,8.594999999999999,-7.234999999999999,2,0.2894000000000051,-14.47
broker_hour,16,ALL,18,8,10,-5.5,-0.3055555555555551,0.9226332817555212,0.4444444444444444,8.19875,-7.108999999999999,4,0.6364000000000305,-52.66
broker_hour,16,BUY,9,5,4,19.24,2.1377777777777784,1.829667960327728,0.5555555555555556,8.486,-5.797499999999999,1,0.12215145983947165,-23.19
broker_hour,16,SELL,9,3,6,-24.74,-2.7488888888888883,0.48350730688935284,0.3333333333333333,7.72,-7.983333333333332,3,0.6832000000000154,-47.9
broker_hour,16,2026-06,2,0,2,-13.13,-6.5649999999999995,0.0,0.0,,-6.5649999999999995,2,0.2626000000000022,-13.13
broker_hour,16,2026-07,10,4,6,-10.89,-1.0889999999999997,0.7526686350215762,0.4,8.285,-7.338333333333334,3,0.4916206915823701,-44.03
broker_hour,16,2026-08,6,4,2,18.52,3.0866666666666673,2.3295046661880834,0.6666666666666666,8.1125,-6.965,1,0.15600000000000364,-13.93
broker_hour,17,ALL,16,6,10,-37.4,-2.3374999999999995,0.5251396648044693,0.375,6.893333333333334,-7.876,3,1.0572948961546156,-73.54
broker_hour,17,BUY,5,3,2,3.95,0.7900000000000003,1.2399756986634267,0.6,6.803333333333335,-8.23,1,0.19267553718777197,-16.46
broker_hour,17,SELL,11,3,8,-41.35,-3.7590909090909084,0.33627608346709476,0.2727272727272727,6.983333333333334,-7.7875000000000005,4,0.9610986723975714,-62.3
broker_hour,17,2026-06,5,3,2,8.62,1.7240000000000006,1.5604681404421328,0.6,8.000000000000002,-7.69,1,0.16739999999999783,-15.38
broker_hour,17,2026-07,7,2,5,-27.53,-3.932857142857142,0.30602470380640284,0.2857142857142857,6.07,-7.933999999999999,2,0.550599999999995,-39.67
broker_hour,17,2026-08,4,1,3,-18.49,-4.6225,0.22016026992830032,0.25,5.220000000000001,-7.903333333333333,3,0.4737054515086257,-23.71
broker_hour,18,ALL,18,5,13,-56.03,-3.1127777777777776,0.3738965247513689,0.2777777777777778,6.692,-6.883846153846154,5,1.247199999999957,-89.49
broker_hour,18,BUY,10,2,8,-38.71,-3.8709999999999987,0.28815741081279883,0.2,7.835,-6.797499999999999,6,0.8079253053961442,-54.38
broker_hour,18,SELL,8,3,5,-17.32,-2.1649999999999996,0.5066932497863856,0.375,5.93,-7.022,3,0.4729999999999927,-35.11
broker_hour,18,2026-06,9,3,6,-17.76,-1.9733333333333327,0.5534322353532815,0.3333333333333333,7.336666666666667,-6.628333333333333,4,0.5283999999999832,-39.77
broker_hour,18,2026-07,3,1,2,-8.34,-2.78,0.38038632986627047,0.3333333333333333,5.12,-6.7299999999999995,2,0.2692000000000007,-13.46
broker_hour,18,2026-08,6,1,5,-29.93,-4.988333333333333,0.17457253171538886,0.16666666666666666,6.33,-7.252,5,0.7251999999999862,-36.26
broker_hour,19,ALL,8,5,3,18.42,2.3025,1.8047182175622543,0.625,8.262,-7.63,2,0.31458381895593385,-22.89
broker_hour,19,BUY,4,2,2,0.01,0.002500000000000391,1.000672494956288,0.5,7.44,-7.435,2,0.297400000000016,-14.87
broker_hour,19,SELL,4,3,1,18.41,4.6025,3.2955112219451372,0.75,8.81,-8.02,1,0.1595565838975264,-8.02
broker_hour,19,2026-06,3,2,1,12.02,4.006666666666667,2.692957746478873,0.6666666666666666,9.559999999999999,-7.1,1,0.1417069500273507,-7.1
broker_hour,19,2026-07,3,1,2,-8.48,-2.826666666666666,0.4629512349588348,0.3333333333333333,7.3100000000000005,-7.895,2,0.3153389744194162,-15.79
broker_hour,19,2026-08,2,2,0,14.88,7.44,,1.0,7.44,,0,0.0,0.0
broker_hour,2,ALL,20,10,10,26.33,1.3165,1.2632736726327367,0.5,12.634,-10.001,7,1.6897622359562894,-67.7
broker_hour,2,BUY,11,5,6,12.51,1.1372727272727283,1.1672907194437017,0.45454545454545453,17.458000000000002,-12.463333333333331,6,1.4699378254434041,-74.78
broker_hour,2,SELL,9,5,4,13.82,1.535555555555556,1.5477606024573922,0.5555555555555556,7.8100000000000005,-6.3075,2,0.35147917466008866,-25.23
broker_hour,2,2026-06,4,4,0,79.56,19.89,,1.0,19.89,,0,0.0,0.0
broker_hour,2,2026-07,12,5,7,-47.6,-3.9666666666666663,0.4432748538011696,0.4166666666666667,7.580000000000001,-12.214285714285714,6,1.5781597476852058,-85.5
broker_hour,2,2026-08,4,1,3,-5.63,-1.4074999999999998,0.6119917298414886,0.25,8.88,-4.836666666666667,2,0.15094203825731284,-14.51
broker_hour,20,ALL,2,1,1,0.13,0.0649999999999995,1.0129224652087474,0.5,10.19,-10.06,1,0.201200000000008,-10.06
broker_hour,20,BUY,2,1,1,0.13,0.0649999999999995,1.0129224652087474,0.5,10.19,-10.06,1,0.201200000000008,-10.06
broker_hour,20,SELL,0,0,0,0.0,,,,,,0,0.0,0.0
broker_hour,20,2026-06,0,0,0,0.0,,,,,,0,0.0,0.0
broker_hour,20,2026-07,2,1,1,0.13,0.0649999999999995,1.0129224652087474,0.5,10.19,-10.06,1,0.201200000000008,-10.06
broker_hour,20,2026-08,0,0,0,0.0,,,,,,0,0.0,0.0
broker_hour,21,ALL,13,6,7,-13.29,-1.0223076923076928,0.7863687510046614,0.46153846153846156,8.153333333333332,-8.887142857142859,3,0.5652000000000226,-55.9
broker_hour,21,BUY,11,5,6,-12.47,-1.1336363636363644,0.7662605435801311,0.45454545454545453,8.175999999999998,-8.891666666666667,3,0.5344133435583048,-53.35
broker_hour,21,SELL,2,1,1,-0.82,-0.41000000000000103,0.9074492099322797,0.5,8.04,-8.860000000000001,1,0.17719999999999345,-8.86
broker_hour,21,2026-06,3,1,2,-11.43,-3.81,0.39169771154869615,0.3333333333333333,7.36,-9.395,1,0.22860000000000583,-18.79
broker_hour,21,2026-07,8,5,3,15.12,1.8899999999999988,1.571860816944024,0.625,8.312,-8.813333333333334,2,0.3366000000000168,-26.44
broker_hour,21,2026-08,2,0,2,-16.98,-8.490000000000002,0.0,0.0,,-8.490000000000002,2,0.33960000000000945,-16.98
broker_hour,22,ALL,12,4,8,-23.23,-1.935833333333333,0.5557467967106522,0.3333333333333333,7.265000000000001,-6.536249999999999,3,0.4928000000000065,-52.29
broker_hour,22,BUY,5,3,2,10.79,2.1580000000000004,1.8932119205298017,0.6,7.623333333333335,-6.039999999999999,1,0.13999999999999999,-12.08
broker_hour,22,SELL,7,1,6,-34.02,-4.859999999999999,0.1539418055210147,0.14285714285714285,6.19,-6.701666666666665,5,0.6804000000000087,-40.21
broker_hour,22,2026-06,5,1,4,-18.43,-3.686,0.251421608448416,0.2,6.19,-6.154999999999999,3,0.3686000000000058,-24.62
broker_hour,22,2026-07,5,2,3,-6.21,-1.2419999999999995,0.7250996015936256,0.4,8.190000000000001,-7.53,3,0.45032473616432855,-22.59
broker_hour,22,2026-08,2,1,1,1.41,0.7050000000000005,1.2775590551181104,0.5,6.49,-5.079999999999999,1,0.1014682941541864,-5.08
broker_hour,23,ALL,18,10,8,20.28,1.126666666666667,1.3654054054054054,0.5555555555555556,7.578,-6.9375,2,0.2922164880455052,-23.82
broker_hour,23,BUY,8,5,3,17.8,2.225,1.8083560399636693,0.625,7.964,-7.34,2,0.2872393088690759,-22.02
broker_hour,23,SELL,10,5,5,2.48,0.2480000000000003,1.0740740740740742,0.5,7.192,-6.696,2,0.25553237575237686,-33.48
broker_hour,23,2026-06,8,4,4,2.01,0.25125,1.0681355932203391,0.5,7.8775,-7.375,2,0.2922164880455052,-29.5
broker_hour,23,2026-07,3,2,1,11.24,3.746666666666666,3.0179533213644527,0.6666666666666666,8.405,-5.569999999999999,1,0.11139999999999418,-5.57
broker_hour,23,2026-08,7,4,3,7.03,1.0042857142857147,1.3441018110621636,0.5714285714285714,6.865,-6.81,1,0.15215388480974001,-20.43
broker_hour,4,ALL,21,12,9,26.61,1.2671428571428573,1.3715442613795032,0.5714285714285714,8.185833333333333,-7.9577777777777765,3,0.6632285919884923,-19.4
broker_hour,4,BUY,13,10,3,57.11,4.393076923076924,3.4056444818871108,0.7692307692307693,8.084999999999999,-7.913333333333333,1,0.16479999999999564,12.34
broker_hour,4,SELL,8,2,6,-30.5,-3.8124999999999996,0.3629908103592314,0.25,8.69,-7.98,3,0.6656272487407088,-47.88
broker_hour,4,2026-06,4,1,3,-14.96,-3.7399999999999993,0.3777038269550749,0.25,9.08,-8.013333333333334,2,0.3550011993283805,-24.04
broker_hour,4,2026-07,7,3,4,-8.54,-1.2199999999999995,0.7408980582524273,0.42857142857142855,8.14,-8.24,2,0.31554183325811286,-32.96
broker_hour,4,2026-08,10,8,2,50.11,5.010999999999999,4.42749658002736,0.8,8.09125,-7.3100000000000005,1,0.1530294492719195,6.72
broker_hour,5,ALL,18,9,9,1.05,0.05833333333333362,1.015625,0.5,7.583333333333333,-7.466666666666667,6,0.8951999999999861,-39.79
broker_hour,5,BUY,10,5,5,-1.33,-0.13299999999999973,0.9657128125805621,0.5,7.492,-7.758,5,0.7757999999999993,-38.79
broker_hour,5,SELL,8,4,4,2.38,0.2975000000000001,1.083773319253784,0.5,7.6975,-7.102500000000001,2,0.28625725624216775,-28.41
broker_hour,5,2026-06,7,1,6,-37.73,-5.39,0.15705987488829312,0.14285714285714285,7.03,-7.46,6,0.8951999999999861,-44.76
broker_hour,5,2026-07,5,4,1,22.16,4.432,3.7358024691358027,0.8,7.565000000000001,-8.1,1,0.16146651463565106,-8.1
broker_hour,5,2026-08,6,4,2,16.62,2.770000000000001,2.1589958158995817,0.6666666666666666,7.74,-7.17,1,0.17340000000000147,-14.34
broker_hour,6,ALL,12,5,7,-13.08,-1.0899999999999999,0.7364497279871046,0.4166666666666667,7.3100000000000005,-7.089999999999999,6,0.8519999999999891,-49.63
broker_hour,6,BUY,5,3,2,6.59,1.3180000000000005,1.4224358974358977,0.6,7.396666666666667,-7.799999999999999,2,0.31199999999998906,-15.6
broker_hour,6,SELL,7,2,5,-19.67,-2.8099999999999996,0.4219806053482221,0.2857142857142857,7.18,-6.806,4,0.54,-34.03
broker_hour,6,2026-06,4,0,4,-29.26,-7.3149999999999995,0.0,0.0,,-7.3149999999999995,4,0.5852000000000044,-29.26
broker_hour,6,2026-07,2,0,2,-13.34,-6.67,0.0,0.0,,-6.67,2,0.2667999999999847,-13.34
broker_hour,6,2026-08,6,5,1,29.52,4.920000000000001,5.199146514935989,0.8333333333333334,7.3100000000000005,-7.029999999999999,1,0.13957967259333762,-7.03
broker_hour,7,ALL,16,5,11,-46.52,-2.9075000000000006,0.4896324739440482,0.3125,8.925999999999998,-8.286363636363635,8,1.3300711832544845,-91.15
broker_hour,7,BUY,5,1,4,-23.18,-4.636,0.2823529411764706,0.2,9.12,-8.075,4,0.6459999999999855,-32.3
broker_hour,7,SELL,11,4,7,-23.34,-2.121818181818182,0.6033984706881903,0.36363636363636365,8.8775,-8.407142857142857,6,0.9858322672550707,-58.85
broker_hour,7,2026-06,8,4,4,1.73,0.2162499999999996,1.051213735938425,0.5,8.8775,-8.445,1,0.18566098304496353,-33.78
broker_hour,7,2026-07,6,0,6,-50.27,-8.378333333333332,0.0,0.0,,-8.378333333333332,6,1.0054000000000087,-50.27
broker_hour,7,2026-08,2,1,1,2.02,1.0099999999999998,1.2845070422535212,0.5,9.12,-7.1,1,0.14200000000000726,-7.1
broker_hour,8,ALL,13,10,3,56.29,4.33,3.2100510404397333,0.7692307692307693,8.175999999999998,-8.49,1,0.18615320230885818,12.18
broker_hour,8,BUY,7,5,2,22.88,3.268571428571429,2.3766546329723224,0.7142857142857143,7.9,-8.31,1,0.18738909168950824,-16.62
broker_hour,8,SELL,6,5,1,33.41,5.568333333333334,4.7751412429378535,0.8333333333333334,8.452000000000002,-8.85,1,0.17700000000000726,-8.85
broker_hour,8,2026-06,2,1,1,-1.0,-0.49999999999999956,0.8870056497175142,0.5,7.8500000000000005,-8.85,1,0.17700000000000726,-8.85
broker_hour,8,2026-07,9,8,1,58.61,6.512222222222222,8.226880394574598,0.8888888888888888,8.34,-8.110000000000001,1,0.16006410458836628,14.5
broker_hour,8,2026-08,2,1,1,-1.32,-0.6599999999999997,0.8448883666274971,0.5,7.19,-8.51,1,0.16995560384168004,-8.51
broker_hour,9,ALL,16,8,8,-5.46,-0.3412499999999995,0.8997797356828194,0.5,6.1274999999999995,-6.81,3,0.44004049011406243,-38.36
broker_hour,9,BUY,8,5,3,6.35,0.7937500000000002,1.269296013570823,0.625,5.986000000000001,-7.859999999999999,2,0.3253231802732896,-23.58
broker_hour,9,SELL,8,3,5,-11.81,-1.4762499999999994,0.6177993527508091,0.375,6.363333333333333,-6.18,2,0.2815999999999986,-30.9
broker_hour,9,2026-06,3,1,2,-8.46,-2.82,0.39914772727272735,0.3333333333333333,5.62,-7.039999999999999,1,0.16920000000000074,-14.08
broker_hour,9,2026-07,5,3,2,5.37,1.0740000000000003,1.4055891238670697,0.6,6.203333333333333,-6.619999999999999,1,0.14504451228283716,-13.24
broker_hour,9,2026-08,8,4,4,-2.37,-0.2962499999999998,0.912739322533137,0.5,6.1975,-6.789999999999999,3,0.4397691810396423,-27.16
breakout,False,ALL,310,158,152,70.82,0.22845161290322605,1.0614436925212565,0.5096774193548387,7.743164556962026,-7.582894736842104,7,2.2821417082908293,-25.31
breakout,False,BUY,154,76,78,8.56,0.055584415584415875,1.0138789804786303,0.4935064935064935,8.227894736842105,-7.907179487179485,10,2.4186568968998188,-87.19
breakout,False,SELL,156,82,74,62.26,0.3991025641025643,1.116191400418035,0.5256410256410257,7.29390243902439,-7.24108108108108,4,1.609503998810275,12.67
breakout,False,2026-06,102,51,51,57.18,0.5605882352941179,1.152276964047936,0.5,8.483921568627451,-7.362745098039214,6,1.1326000000000205,-37.44
breakout,False,2026-07,119,57,62,-73.31,-0.616050420168067,0.8565726918787784,0.4789915966386555,7.681052631578948,-8.244032258064514,7,2.2828324372241253,-124.12
breakout,False,2026-08,89,50,39,86.95,0.9769662921348317,1.326916569537918,0.5617977528089888,7.058400000000001,-6.819743589743587,4,0.8778724502969446,39.67
breakout,True,ALL,54,27,27,9.43,0.17462962962962988,1.0464440504334123,0.5,7.869259259259258,-7.5200000000000005,4,1.206745366586943,-39.25
breakout,True,BUY,28,15,13,11.25,0.40178571428571475,1.1107828655834566,0.5357142857142857,7.52,-7.811538461538461,4,0.6656202070552133,-34.73
breakout,True,SELL,26,12,14,-1.82,-0.06999999999999981,0.9820671987387921,0.46153846153846156,8.305833333333334,-7.249285714285714,3,1.0097493728851703,-49.54
breakout,True,2026-06,14,6,8,-7.86,-0.5614285714285713,0.8660303391852737,0.42857142857142855,8.468333333333334,-7.333749999999999,4,0.8635516768968667,-52.33
breakout,True,2026-07,15,7,8,-6.97,-0.4646666666666663,0.8845261762756793,0.4666666666666667,7.627142857142857,-7.545,3,0.6124845734304615,-49.14
